339.0288469431654,216.14042140161547,224.45044179360255,220.2461713156502,212.41373137579978
212.2582836140291,212.27897678019485,224.2596156018455,220.13405870649476,212.35628431481337
212.08894423283317,153.7123555453361,223.82574519130935,220.0563709381436,212.31041319821983
212.14579192333147,121.44379281405453,220.60904932243108,219.4121220292637,211.9318658847974
212.18243607335603,114.14102856358292,214.2391409992129,214.30360422782366,209.12492686768357
212.1609865602174,110.6185200133932,211.79741368983946,209.93686842492423,205.69739765565583
211.6341554703603,108.11396200117105,211.3632252323153,209.5146214680271,205.78110262709174
208.7477303486596,105.88073209114373,211.26977005977707,209.47888675775474,205.86794030069873
204.6897992505141,103.55533314753326,211.23900596416632,209.47340290649254,205.8873577818226
201.79284002086519,100.88581539514173,211.22626878055576,209.47145802039452,205.8928787402588
